Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Linda Ray | AbbVie,Page Content,"Displays the primary content of the page, including detailed information.",M,1,Involves grid layout and content management.,https://www.abbvie.com/who-we-are/our-leaders/linda-ray.html,main_content,Content area,No matching block type found in the AEM catalog.
Linda Ray | AbbVie,Footer Section,Contains site-wide links and additional navigation options.,M,1,Requires styling and integration for global accessibility and consistency.,https://www.abbvie.com/who-we-are/our-leaders/linda-ray.html,footer,Footer,Matched to catalog block 'Footer'.
Everyone’s talking about data science and analytics. Here’s how AbbVie approaches it. | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Basic functionality with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/everyones-talking-about-data-science.html,global_utility_strip,Utility strip,No direct match found in the AEM catalog.
Everyone’s talking about data science and analytics. Here’s how AbbVie approaches it. | AbbVie,Primary Navigation,Contains the main site navigation menu and branding.,M,1,Moderate complexity due to dynamic menu and branding elements.,https://www.abbvie.com/who-we-are/our-stories/everyones-talking-about-data-science.html,primary_navigation,Main navigation,No direct match found in the AEM catalog.
Everyone’s talking about data science and analytics. Here’s how AbbVie approaches it. | AbbVie,Hero Section,Highlights the main topic of the page with an image and title.,M,1,Moderate complexity due to styling and potential dynamic content.,https://www.abbvie.com/who-we-are/our-stories/everyones-talking-about-data-science.html,hero_section,Hero banner,Matched with the 'Hero' block in the AEM catalog.
Everyone’s talking about data science and analytics. Here’s how AbbVie approaches it. | AbbVie,Content Cards,Displays a grid of cards with links to related content.,M,1,Moderate complexity due to responsive layout and interactive elements.,https://www.abbvie.com/who-we-are/our-stories/everyones-talking-about-data-science.html,content_cards,Card grid,Matched with the 'Cards' block in the AEM catalog.
The power of love in IBD | AbbVie,Global Navigation,Primary navigation menu for site sections.,M,1,Deep navigation structure with potential accessibility requirements.,https://www.abbvie.com/who-we-are/our-stories/the-power-love-in-ibd.html,global_navigation,Main navigation,Consider aligning with existing AEM navigation blocks.
The power of love in IBD | AbbVie,Hero Section,Main hero image and headline for the page.,M,1,Requires integration of image and text with responsive design.,https://www.abbvie.com/who-we-are/our-stories/the-power-love-in-ibd.html,hero_section,Hero,Matches catalog entry for Hero block.
The power of love in IBD | AbbVie,Content Introduction,Introduction text and overview of the page content.,S,1,Simple text-based content block.,https://www.abbvie.com/who-we-are/our-stories/the-power-love-in-ibd.html,main_content_intro,Introduction,No direct match in the catalog.
The power of love in IBD | AbbVie,Call to Action,Encourages users to explore more about the topic.,S,1,Single button with a link.,https://www.abbvie.com/who-we-are/our-stories/the-power-love-in-ibd.html,call_to_action,Button,Consider reusing AEM CTA patterns.
The power of love in IBD | AbbVie,Related Links,List of related topics and resources.,S,1,Static list of links.,https://www.abbvie.com/who-we-are/our-stories/the-power-love-in-ibd.html,related_links,Links,Could align with AEM link list blocks.
The power of love in IBD | AbbVie,Featured Story Card,"Highlighted story with image, title, and description.",M,1,Card layout with image and text integration.,https://www.abbvie.com/who-we-are/our-stories/the-power-love-in-ibd.html,featured_story_card,Story card,Matches catalog entry for Cards block.
The power of love in IBD | AbbVie,Dashboard Card,Displays key metrics or highlights.,M,1,Card layout with dynamic data.,https://www.abbvie.com/who-we-are/our-stories/the-power-love-in-ibd.html,dashboard_card,Informational card,No direct match in the catalog.
"Striving for patient centricity, down to the packaging | AbbVie",Global Utility Strip,"Provides quick access to contact information, subscription options, and links to group sites.",S,1,Minimal complexity due to static links and simple functionality.,https://www.abbvie.com/who-we-are/our-stories/striving-for-patient-centricity-down-to-the-packaging.html,global_utility_strip,Utility strip,No exact match found in AEM blocks catalog.
"Striving for patient centricity, down to the packaging | AbbVie",Primary Navigation,Main site navigation with dropdown menus for exploring different sections.,C,1,High complexity due to deep navigation structure and dropdown functionality.,https://www.abbvie.com/who-we-are/our-stories/striving-for-patient-centricity-down-to-the-packaging.html,primary_navigation,Main navigation,No exact match found in AEM blocks catalog.
Magnified featuring Linda Scarazzini | AbbVie,Utility Strip,"Provides quick access to contact, subscription, and group sites.",S,1,Simple accessibility and routing features.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-linda-scarazzini.html,global_utility_strip,Utility strip,Could be mapped to a custom block type if needed.
Magnified featuring Linda Scarazzini | AbbVie,Primary Navigation,Main site navigation with links to key sections.,M,1,Moderate complexity due to hierarchical navigation and potential accessibility requirements.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-linda-scarazzini.html,primary_navigation,Main navigation,Ensure compatibility with mobile and desktop layouts.
Magnified featuring Linda Scarazzini | AbbVie,Main Content,Contains the primary content of the page including articles and features.,M,1,Content depth and media integration increase implementation scope.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-linda-scarazzini.html,main_content,Content display,Requires content mapping and media handling.
How patient voices are changing medicine | AbbVie,Primary Navigation,Displays the main site navigation with dropdown menus.,M,1,Includes dropdown interactions and accessibility requirements.,https://www.abbvie.com/who-we-are/our-stories/how-patient-voices-are-changing-medicine.html,primary_navigation,Main navigation,This block may require custom implementation due to its dropdown functionality.
How patient voices are changing medicine | AbbVie,Main Content,"Contains the primary content of the page, including articles and features.",S,1,Standard content display with minimal interactive elements.,https://www.abbvie.com/who-we-are/our-stories/how-patient-voices-are-changing-medicine.html,main_content,Content area,This block is primarily static and may not require advanced configuration.
Inside The DREAM Initiative | AbbVie,Global Utility Strip,Provides links for site-wide utilities like contact and subscriptions.,S,1,Basic navigation links with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,global_utility_strip,Utility navigation,No matching catalog entry found.
Inside The DREAM Initiative | AbbVie,Primary Navigation,Main navigational component for the site.,C,1,Complex navigation structure with potential dropdowns and logo integration.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,primary_navigation,Primary navigation,No matching catalog entry found.
Inside The DREAM Initiative | AbbVie,Hero Section,Visually prominent section with a large image and heading.,M,1,Includes large visual elements and stylistic CSS.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,hero_section,Hero image and heading,Matched with catalog entry for 'Hero'.
Inside The DREAM Initiative | AbbVie,Content Introduction,Introductory text providing an overview of the page's content.,S,1,Simple text-based introduction without interactive elements.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,content_intro,Introductory content,No matching catalog entry found.
Inside The DREAM Initiative | AbbVie,Featured Story,Highlights a specific story or article with visual and text elements.,M,1,Visual and textual integration for engaging content presentation.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,featured_story,Story highlight,No matching catalog entry found.
Inside The DREAM Initiative | AbbVie,Data Highlight,Displays key statistics or data points visually.,M,1,Requires visual design and potential dynamic data integration.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,data_highlight,Data visualization,No matching catalog entry found.
Inside The DREAM Initiative | AbbVie,Footer Section,Provides site-wide footer links and copyright information.,M,1,Includes multiple links and styling for accessibility and responsive design.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,footer_section,Footer navigation,Matched with catalog entry for 'Footer'.
Dave Purdue | AbbVie,Global Utility Strip,"Provides quick access to contact, subscribe, and group site links.",S,1,Simple utility strip with minimal interaction scope.,https://www.abbvie.com/who-we-are/our-leaders/dave-purdue.html,global_utility_strip,Utility strip,No matching catalog entry found.
Dave Purdue | AbbVie,Primary Navigation,Main site navigation with dropdown menus for sections.,M,1,Dropdown navigation with intermediate interaction complexity.,https://www.abbvie.com/who-we-are/our-leaders/dave-purdue.html,primary_navigation,Main navigation,No matching catalog entry found.
Dave Purdue | AbbVie,Lead Content,Primary content area introducing the page's main topic.,M,1,Content area with potential integration of media or text components.,https://www.abbvie.com/who-we-are/our-leaders/dave-purdue.html,lead_content,Lead content,No matching catalog entry found.
Hepatitis C: the mysterious virus that met its match | AbbVie,Global Utility Links,Provides links to utility functions like contact and subscribe.,S,1,Simple layout with few links and no dynamic elements.,https://www.abbvie.com/who-we-are/our-stories/hepatitis-c-mysterious-virus-that-met-its-match.html,global_utility_strip,Utility strip,No matching catalog entry found.
Hepatitis C: the mysterious virus that met its match | AbbVie,Main Navigation,Presents the primary site navigation with dropdown options.,M,1,Dropdown menus increase implementation complexity.,https://www.abbvie.com/who-we-are/our-stories/hepatitis-c-mysterious-virus-that-met-its-match.html,primary_navigation,Main navigation,No matching catalog entry found.
Hepatitis C: the mysterious virus that met its match | AbbVie,Multi-Column Call-to-Actions,Displays multiple CTAs organized in a grid layout.,M,1,Grid layout with multiple actionable items.,https://www.abbvie.com/who-we-are/our-stories/hepatitis-c-mysterious-virus-that-met-its-match.html,multi_column_ctas,Call-to-action grid,No matching catalog entry found.
Hepatitis C: the mysterious virus that met its match | AbbVie,Card Grid Teasers,Shows a grid of cards with teaser content.,M,1,Requires dynamic data binding for teaser content.,https://www.abbvie.com/who-we-are/our-stories/hepatitis-c-mysterious-virus-that-met-its-match.html,card_grid_teasers,Content teaser grid,No matching catalog entry found.
Hepatitis C: the mysterious virus that met its match | AbbVie,Prose Content Columns,Arranges text content into readable columns.,S,1,Static text content with simple formatting.,https://www.abbvie.com/who-we-are/our-stories/hepatitis-c-mysterious-virus-that-met-its-match.html,prose_columns,Text columns,No matching catalog entry found.
Hepatitis C: the mysterious virus that met its match | AbbVie,Back to Top Button,Provides a button for quick scrolling to the top of the page.,S,1,Simple button functionality with no additional dependencies.,https://www.abbvie.com/who-we-are/our-stories/hepatitis-c-mysterious-virus-that-met-its-match.html,back_to_top_button,Scroll-to-top,No matching catalog entry found.
Day in the Life: Meet a Director Clearing the Path for Patient Access | AbbVie,Global Utility Strip,Provides quick access links for contact and subscription.,S,1,Simple utility links without advanced interaction.,https://www.abbvie.com/who-we-are/our-stories/day-in-life-meet-director-clearing-path-for-patient-access.html,global_utility_strip,Utility strip,Potential for accessibility checks on link visibility.
Day in the Life: Meet a Director Clearing the Path for Patient Access | AbbVie,Primary Navigation,Main site navigation with dropdown menus.,M,1,Dropdown menus require additional accessibility support.,https://www.abbvie.com/who-we-are/our-stories/day-in-life-meet-director-clearing-path-for-patient-access.html,primary_navigation,Main navigation,Ensure keyboard navigation and focus management.
Day in the Life: Meet a Director Clearing the Path for Patient Access | AbbVie,Main Content Area,Contains the primary content of the page.,M,1,May include dynamic content requiring structured markup.,https://www.abbvie.com/who-we-are/our-stories/day-in-life-meet-director-clearing-path-for-patient-access.html,main_content_area,Content area,Content validation for semantic HTML.
Day in the Life: Meet a Director Clearing the Path for Patient Access | AbbVie,Card Grid,Displays related articles or sections in a card layout.,M,1,Grid layout with responsive design and card-specific styling.,https://www.abbvie.com/who-we-are/our-stories/day-in-life-meet-director-clearing-path-for-patient-access.html,card_grid,Card layout,Check for responsive behavior and image alt text.
Day in the Life: Meet a Director Clearing the Path for Patient Access | AbbVie,Back to Top Button,Provides a quick way to navigate to the top of the page.,S,1,Simple functionality with potential for animation.,https://www.abbvie.com/who-we-are/our-stories/day-in-life-meet-director-clearing-path-for-patient-access.html,back_to_top_button,Navigation utility,Ensure visibility and focus accessibility.
Starting with a spark: An inside look at environmental sustainability | AbbVie,Global Header,Provides branding and navigational entry points like logo and primary menu.,C,1,Involves complex navigation and accessibility features.,https://www.abbvie.com/who-we-are/our-stories/starting-with-a-spark-an-inside-look-at-environmental-sustainability.html,global_header,Utility strip,Includes fragment fetching and layout adjustments.
Starting with a spark: An inside look at environmental sustainability | AbbVie,Primary Navigation,Displays the main navigation menu with dropdowns and site section links.,M,1,Requires dropdown functionality and site section linkage.,https://www.abbvie.com/who-we-are/our-stories/starting-with-a-spark-an-inside-look-at-environmental-sustainability.html,primary_navigation,Main navigation,No direct match found in the AEM blocks catalog.
The hardest-hit: How nonprofits rise to the challenge of COVID-19 | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,"Minimal interactive elements, primarily link navigation.",https://www.abbvie.com/who-we-are/our-stories/the-hardest-hit-how-nonprofits-rise-to-challenge-covid-19.html,global_utility_strip,Utility strip,No direct match found in the AEM catalog.
The hardest-hit: How nonprofits rise to the challenge of COVID-19 | AbbVie,Primary Navigation,Contains the main site navigation and branding elements.,M,1,"Includes branding, hierarchical navigation, and potential dropdowns.",https://www.abbvie.com/who-we-are/our-stories/the-hardest-hit-how-nonprofits-rise-to-challenge-covid-19.html,primary_navigation,Main navigation,No direct match found in the AEM catalog.
The hardest-hit: How nonprofits rise to the challenge of COVID-19 | AbbVie,Hero Section,Highlights the main story or feature of the page with a large image and heading.,M,1,Combines visual and textual elements for emphasis.,https://www.abbvie.com/who-we-are/our-stories/the-hardest-hit-how-nonprofits-rise-to-challenge-covid-19.html,hero_section,Hero feature,No direct match found in the AEM catalog.
The hardest-hit: How nonprofits rise to the challenge of COVID-19 | AbbVie,Content Cards,Displays multiple stories or features in a card format.,M,1,Requires layout management and responsive design.,https://www.abbvie.com/who-we-are/our-stories/the-hardest-hit-how-nonprofits-rise-to-challenge-covid-19.html,content_cards,Card layout,No direct match found in the AEM catalog.
The hardest-hit: How nonprofits rise to the challenge of COVID-19 | AbbVie,Call-to-Action Buttons,"Encourages users to take specific actions, such as navigating to other pages.",S,1,Simple interactive elements with clear functionality.,https://www.abbvie.com/who-we-are/our-stories/the-hardest-hit-how-nonprofits-rise-to-challenge-covid-19.html,cta_buttons,Action buttons,No direct match found in the AEM catalog.
The hardest-hit: How nonprofits rise to the challenge of COVID-19 | AbbVie,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Single-action button functionality.,https://www.abbvie.com/who-we-are/our-stories/the-hardest-hit-how-nonprofits-rise-to-challenge-covid-19.html,back_to_top,Utility button,No direct match found in the AEM catalog.
Can unlocking one million genomes help us discover medicines faster? | AbbVie,Global Header,"Loads and displays header content, fetching it as a fragment and applying CSS for layout and navigation.",M,1,Includes navigation and accessibility features.,https://www.abbvie.com/who-we-are/our-stories/can-unlocking-one-million-genomes.html,global_header,Utility and primary navigation.,This block is critical for site-wide navigation and branding.
Can unlocking one million genomes help us discover medicines faster? | AbbVie,Hero Section,"Presents a hero section with a large image and heading, using CSS for positioning and basic styling.",M,1,Requires responsive design and visual prominence.,https://www.abbvie.com/who-we-are/our-stories/can-unlocking-one-million-genomes.html,hero_section,Prominent image with introductory text.,This block is often the first visual element users interact with.
Can unlocking one million genomes help us discover medicines faster? | AbbVie,Primary Navigation,Provides links to key sections of the site.,S,1,Straightforward navigation without additional features.,https://www.abbvie.com/who-we-are/our-stories/can-unlocking-one-million-genomes.html,primary_navigation,Main navigation menu.,Ensure accessibility and usability for diverse user groups.
They won’t back down | AbbVie,Global Utility Strip,Provides quick access to contact information and links.,S,1,Simple navigation links without deep interactivity.,https://www.abbvie.com/who-we-are/our-stories/they-wont-back-down.html,global_utility_strip,Utility strip,No matching catalog entry found.
They won’t back down | AbbVie,Primary Navigation,Main site navigation including branding and mega-menu.,C,1,"Includes branding and potentially a mega-menu, requiring higher scope.",https://www.abbvie.com/who-we-are/our-stories/they-wont-back-down.html,primary_navigation,Main navigation,No matching catalog entry found.
They won’t back down | AbbVie,Hero Section,Prominent visual and introductory content for the page.,M,1,Hero section with styling and potential interactivity.,https://www.abbvie.com/who-we-are/our-stories/they-wont-back-down.html,hero_section,Hero,Matched with catalog entry 'Hero'.
They won’t back down | AbbVie,Main Content Section,Contains the primary content and stories relevant to the page's theme.,M,1,May involve dynamic content loading and layout adjustments.,https://www.abbvie.com/who-we-are/our-stories/they-wont-back-down.html,main_content_section,Content section,No matching catalog entry found.
They won’t back down | AbbVie,Story Highlight,Highlights a featured story with an image and description.,M,1,"Feature story with image and description, requiring moderate scope.",https://www.abbvie.com/who-we-are/our-stories/they-wont-back-down.html,story_highlight,Highlight,No matching catalog entry found.
They won’t back down | AbbVie,Footer Section,"Contains footer links, contact information, and additional navigation.",M,1,"Footer with links and dynamic content, requiring moderate scope.",https://www.abbvie.com/who-we-are/our-stories/they-wont-back-down.html,footer_section,Footer,Matched with catalog entry 'Footer'.
"Green chemistry: cleaner, faster chemical reactions | AbbVie",Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple navigation links without dynamic features.,https://www.abbvie.com/who-we-are/our-stories/green-chemistry-cleaner-faster-chemical-reactions.html,global_utility_strip,Utility strip,No exact match found in the AEM catalog.
"Green chemistry: cleaner, faster chemical reactions | AbbVie",Primary Navigation,Main site navigation with dropdown menus for sections.,M,1,Dropdown navigation adds moderate complexity.,https://www.abbvie.com/who-we-are/our-stories/green-chemistry-cleaner-faster-chemical-reactions.html,primary_navigation,Main navigation,No exact match found in the AEM catalog.
"Green chemistry: cleaner, faster chemical reactions | AbbVie",Main Article,"The primary content of the page, including text and images.",M,1,Content presentation with potential for dynamic updates.,https://www.abbvie.com/who-we-are/our-stories/green-chemistry-cleaner-faster-chemical-reactions.html,main_article,Content block,No exact match found in the AEM catalog.
"Green chemistry: cleaner, faster chemical reactions | AbbVie",Footer,Contains site-wide footer information and navigation.,M,1,Footer with potentially dynamic content and styling.,https://www.abbvie.com/who-we-are/our-stories/green-chemistry-cleaner-faster-chemical-reactions.html,footer,Footer,Mapped to 'Footer' from the AEM catalog.
Lessons from a lifelong journey with psoriasis | AbbVie,Utility Navigation,Provides quick access to contact information and subscription options.,S,1,Basic navigation with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,global_utility_strip,Utility strip,May require CSS adjustments for alignment.
Lessons from a lifelong journey with psoriasis | AbbVie,Primary Navigation,Main navigation for accessing key sections of the site.,M,1,Includes dropdown menus and deep navigation structure.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,primary_navigation,Main navigation,Ensure accessibility compliance for dropdown menus.
Lessons from a lifelong journey with psoriasis | AbbVie,Introductory Content,Displays an introductory paragraph about the organization.,S,1,Static content with no interactive elements.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,content_intro,Introductory text,Verify text formatting and alignment.
Lessons from a lifelong journey with psoriasis | AbbVie,Call-to-Action Button,Encourages navigation to the 'Who We Are' page.,S,1,Single interactive button with basic styling.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,cta_button,Navigation button,Ensure button is styled and accessible.
Lessons from a lifelong journey with psoriasis | AbbVie,Related Links,Displays a list of related links for further exploration.,S,1,Static list with no interactivity.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,link_list,Link group,Ensure links are descriptive and accessible.
Lessons from a lifelong journey with psoriasis | AbbVie,Featured Story Card,Highlights a featured story with an image and description.,M,1,Includes image and text with potential interactive elements.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,story_card,Story highlight,Ensure responsive design and compatibility.
Lessons from a lifelong journey with psoriasis | AbbVie,Dashboard Metrics Card,Displays key facts or metrics in a concise format.,M,1,Requires dynamic data rendering and styling.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,dashboard_card,Metric display,Ensure data accuracy and styling consistency.
Lessons from a lifelong journey with psoriasis | AbbVie,Secondary Navigation,Provides additional navigation options within the Science section.,M,1,Additional navigation depth with dropdowns.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,secondary_navigation,Section navigation,Ensure dropdown functionality and accessibility.
Lessons from a lifelong journey with psoriasis | AbbVie,Science Section Introduction,Introduces the Science section with a brief paragraph.,S,1,Static content with no interactive elements.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,science_intro,Introductory text,Verify text formatting and alignment.
Lessons from a lifelong journey with psoriasis | AbbVie,Science Call-to-Action,Encourages navigation to the Science page.,S,1,Single interactive button with basic styling.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,science_cta_button,Navigation button,Ensure button is styled and accessible.
Lessons from a lifelong journey with psoriasis | AbbVie,Science Related Links,Displays links related to the Science section.,S,1,Static list with no interactivity.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,science_link_list,Link group,Ensure links are descriptive and accessible.
Lessons from a lifelong journey with psoriasis | AbbVie,Science Story Card,Highlights a story related to Science with an image and description.,M,1,Includes image and text with potential interactive elements.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,science_story_card,Story highlight,Ensure responsive design and compatibility.
Lessons from a lifelong journey with psoriasis | AbbVie,Science Metrics Card,Displays key science-related metrics in a concise format.,M,1,Requires dynamic data rendering and styling.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,science_dashboard_card,Metric display,Ensure data accuracy and styling consistency.
Precision Medicine – it’s not just for oncology anymore | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",M,1,Includes multiple links and potential accessibility considerations.,https://www.abbvie.com/who-we-are/our-stories/precision-medicine-its-not-just-for-oncology-anymore.html,global_utility_strip,Utility strip,No direct match found in the AEM blocks catalog.
Precision Medicine – it’s not just for oncology anymore | AbbVie,Primary Navigation,Main navigation menu for the website.,C,1,Deep navigation structure with potential for complex interactivity and accessibility needs.,https://www.abbvie.com/who-we-are/our-stories/precision-medicine-its-not-just-for-oncology-anymore.html,primary_navigation,Main navigation,No direct match found in the AEM blocks catalog.
Precision Medicine – it’s not just for oncology anymore | AbbVie,Content Cards,Displays various content cards with images and descriptive text.,M,1,Involves responsive grid layouts and interactive elements.,https://www.abbvie.com/who-we-are/our-stories/precision-medicine-its-not-just-for-oncology-anymore.html,content_cards,Content display,Matched to the 'Cards' block in the AEM catalog.
The story behind our $50 billion R&amp;D investment | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring sections.,M,1,Navigation includes dropdown menus and accessibility considerations.,https://www.abbvie.com/who-we-are/our-stories/the-story-behind-our-50-billion-rd-investment.html,primary_navigation,Main navigation,Consider accessibility and responsive design requirements.
The story behind our $50 billion R&amp;D investment | AbbVie,Hero Section,Prominent section with a large image and key message to capture attention.,M,1,Hero section requires image optimization and responsive layout.,https://www.abbvie.com/who-we-are/our-stories/the-story-behind-our-50-billion-rd-investment.html,hero_section,Hero banner,Ensure visual appeal and alignment with branding guidelines.
The story behind our $50 billion R&amp;D investment | AbbVie,Story Highlights,Highlights key stories or features in a card layout.,M,1,Card layout requires dynamic data integration and accessibility features.,https://www.abbvie.com/who-we-are/our-stories/the-story-behind-our-50-billion-rd-investment.html,story_highlights,Card layout,Consider dynamic data fetching and user engagement strategies.
The story behind our $50 billion R&amp;D investment | AbbVie,Call-to-Action Grid,Grid layout with buttons and links to encourage user interaction.,M,1,Interactive grid requires responsive design and accessibility compliance.,https://www.abbvie.com/who-we-are/our-stories/the-story-behind-our-50-billion-rd-investment.html,cta_grid,Button grid,Ensure clear call-to-action and intuitive user interaction.
Make the complicated simple: Inside the world of Human Factors Engineers | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility functionality without deep interactivity.,https://www.abbvie.com/who-we-are/our-stories/make-complicated-simple-inside-world-human-factors-engineers.html,global_utility_strip,Utility strip,No exact match in catalog; basic functionality.
Make the complicated simple: Inside the world of Human Factors Engineers | AbbVie,Primary Navigation,Main site navigation including the logo and menu.,M,1,Navigation with potential dropdowns and accessibility considerations.,https://www.abbvie.com/who-we-are/our-stories/make-complicated-simple-inside-world-human-factors-engineers.html,primary_navigation,Main navigation,No exact match in catalog; navigation complexity varies.
Make the complicated simple: Inside the world of Human Factors Engineers | AbbVie,Hero Section,Highlights the main story with a large image and heading.,S,1,Static hero section without advanced interactivity.,https://www.abbvie.com/who-we-are/our-stories/make-complicated-simple-inside-world-human-factors-engineers.html,hero_section,Hero,Mapped to Hero catalog entry with CSS and JS assets.
Make the complicated simple: Inside the world of Human Factors Engineers | AbbVie,Story Cards Grid,"Displays a grid of story cards with images, titles, and descriptions.",M,1,Card layout with responsive design and potential dynamic content.,https://www.abbvie.com/who-we-are/our-stories/make-complicated-simple-inside-world-human-factors-engineers.html,story_cards_grid,Story cards,Mapped to Cards catalog entry with CSS and JS assets.
Make the complicated simple: Inside the world of Human Factors Engineers | AbbVie,Dashboard Cards,Shows key statistics and highlights in a card format.,M,1,Card layout with statistical content and potential dynamic updates.,https://www.abbvie.com/who-we-are/our-stories/make-complicated-simple-inside-world-human-factors-engineers.html,dashboard_cards,Dashboard cards,Mapped to Cards catalog entry with CSS and JS assets.
Living with the unknowns of Alzheimer’s disease | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Limited scope and interaction complexity.,https://www.abbvie.com/who-we-are/our-stories/living-with-unknowns-alzheimers-disease.html,global_utility_strip,Utility strip,No exact match found in AEM catalog.
Living with the unknowns of Alzheimer’s disease | AbbVie,Primary Navigation,Main navigation menu with links to primary sections of the site.,M,1,Involves hierarchical navigation and accessibility considerations.,https://www.abbvie.com/who-we-are/our-stories/living-with-unknowns-alzheimers-disease.html,primary_navigation,Main navigation,No exact match found in AEM catalog.
Living with the unknowns of Alzheimer’s disease | AbbVie,Main Content,Contains the primary content of the page including text and images.,S,1,Simple content rendering without dynamic interactions.,https://www.abbvie.com/who-we-are/our-stories/living-with-unknowns-alzheimers-disease.html,main_content,Content area,No exact match found in AEM catalog.
How uterine fibroids feel to a patient…who’s also a doctor | AbbVie,Utility Strip,Provides quick access links for user utility functions.,S,1,Minimal complexity due to static links and straightforward functionality.,https://www.abbvie.com/who-we-are/our-stories/how-uterine-fibroids-feel-to-patient-who-is-also-doctor.html,global_utility_strip,Utility strip,No matching block found in AEM catalog.
How uterine fibroids feel to a patient…who’s also a doctor | AbbVie,Primary Navigation,Enables navigation across main site sections.,C,1,High complexity due to dropdown menus and multi-level navigation.,https://www.abbvie.com/who-we-are/our-stories/how-uterine-fibroids-feel-to-patient-who-is-also-doctor.html,primary_navigation,Main navigation,No matching block found in AEM catalog.
How uterine fibroids feel to a patient…who’s also a doctor | AbbVie,Back to Top Button,Allows users to quickly scroll back to the top of the page.,S,1,Simple functionality with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/how-uterine-fibroids-feel-to-patient-who-is-also-doctor.html,back_to_top,Scroll button,No matching block found in AEM catalog.
Magnified featuring Matt Widman | AbbVie,Primary Navigation,Main site navigation with dropdown menus and links.,C,1,"Complexity arises from accessibility requirements, dropdown interactions, and potential integration with other navigation features.",https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-matt-widman.html,primary_navigation,Main navigation,This block is essential for site usability and user experience.
Magnified featuring Matt Widman | AbbVie,Card Grid Section,Displays a grid of cards highlighting various content pieces.,M,1,Moderate complexity due to responsive design and dynamic content handling.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-matt-widman.html,card_grid_section,Content grid,This block is used for presenting multiple content items in a structured format.
Jason Smith | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,"Minimal interaction, static links.",https://www.abbvie.com/who-we-are/our-leaders/jason-smith.html,global_utility_strip,Utility strip,No matching block found in the AEM catalog.
Jason Smith | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring site sections.,M,1,Contains dropdown menus and hierarchical navigation.,https://www.abbvie.com/who-we-are/our-leaders/jason-smith.html,primary_navigation,Main navigation,No matching block found in the AEM catalog.
Unlocking the next level of protein degradation | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Minimal functionality with straightforward implementation.,https://www.abbvie.com/who-we-are/our-stories/unlocking-the-next-level-of-protein-degradation.html,global_utility_strip,Utility strip,No exact match in AEM catalog.
