Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Specialized Research in Chaotic Systems (SPaRCS) | AbbVie,Global Utility Strip,"Provides links for contact, subscription, and group sites.",S,1,Minimal functionality and no dynamic components.,https://www.abbvie.com/who-we-are/our-stories/specialized-research-in-chaotic-systems-sparcs.html,global_utility_strip,Utility strip,No matching catalog entry found.
Specialized Research in Chaotic Systems (SPaRCS) | AbbVie,Primary Navigation,"Main navigation for the site, including dropdown menus.",C,1,Deep navigation structure with dropdowns.,https://www.abbvie.com/who-we-are/our-stories/specialized-research-in-chaotic-systems-sparcs.html,primary_navigation,Main navigation,No matching catalog entry found.
Specialized Research in Chaotic Systems (SPaRCS) | AbbVie,Card Grid,Displays a grid of cards with images and text for stories.,M,1,Requires layout responsiveness and visual design consistency.,https://www.abbvie.com/who-we-are/our-stories/specialized-research-in-chaotic-systems-sparcs.html,card_grid_stories,Grid layout,Mapped to 'Cards' catalog entry.
Specialized Research in Chaotic Systems (SPaRCS) | AbbVie,Call-to-Action Buttons,Encourages user actions through interactive buttons.,S,1,Simple interactive elements.,https://www.abbvie.com/who-we-are/our-stories/specialized-research-in-chaotic-systems-sparcs.html,cta_buttons,Interactive buttons,No matching catalog entry found.
AbbVie’s Resilient Global Distribution Network Helps Prevent Drug Shortages | AbbVie,Global Utility Strip,"Provides quick links for contact, subscription, and group sites.",M,1,Requires integration with multiple external links and accessibility considerations.,https://www.abbvie.com/who-we-are/our-stories/how-abbvies-integrated-operations-help-prevent-drug-shortages.html,global_utility_strip,Utility strip,Ensure links are accessible and functional.
AbbVie’s Resilient Global Distribution Network Helps Prevent Drug Shortages | AbbVie,Primary Navigation,Main site navigation including logo and menu.,C,1,Deep navigation structure and multi-level menu integration.,https://www.abbvie.com/who-we-are/our-stories/how-abbvies-integrated-operations-help-prevent-drug-shortages.html,primary_navigation,Main navigation,Verify responsive behavior across devices.
AbbVie’s Resilient Global Distribution Network Helps Prevent Drug Shortages | AbbVie,Hero Section,Highlights the main story or feature of the page.,M,1,Requires integration of large images and prominent headings.,https://www.abbvie.com/who-we-are/our-stories/how-abbvies-integrated-operations-help-prevent-drug-shortages.html,hero_section,Hero banner,Consider visual impact and accessibility.
AbbVie’s Resilient Global Distribution Network Helps Prevent Drug Shortages | AbbVie,Main Content Area,Contains the primary content of the page.,M,1,Handles diverse content types and formatting.,https://www.abbvie.com/who-we-are/our-stories/how-abbvies-integrated-operations-help-prevent-drug-shortages.html,main_content,Text content,Ensure proper styling and readability.
AbbVie’s Resilient Global Distribution Network Helps Prevent Drug Shortages | AbbVie,Content Cards,Displays key stories or highlights in card format.,M,1,Requires dynamic rendering and interactivity.,https://www.abbvie.com/who-we-are/our-stories/how-abbvies-integrated-operations-help-prevent-drug-shortages.html,content_cards,Card layout,Ensure responsiveness and accessibility.
"Ready, set, launch: AbbVie opens new facility in the Bay Area | AbbVie",Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility navigation bar with links.,https://www.abbvie.com/who-we-are/our-stories/ready-set-launch-abbvie-opens-new-facility-in-the-bay-area.html,global_utility_strip,Utility strip,No matching AEM catalog entry found.
"Ready, set, launch: AbbVie opens new facility in the Bay Area | AbbVie",Primary Navigation,Main site navigation with dropdown menus and links to key sections.,M,1,Dropdown menus and dynamic navigation elements increase complexity.,https://www.abbvie.com/who-we-are/our-stories/ready-set-launch-abbvie-opens-new-facility-in-the-bay-area.html,primary_navigation,Main navigation,No matching AEM catalog entry found.
"Ready, set, launch: AbbVie opens new facility in the Bay Area | AbbVie",Hero Section,Prominent visual and textual introduction to the page's main topic.,M,1,High visual impact and dynamic content presentation.,https://www.abbvie.com/who-we-are/our-stories/ready-set-launch-abbvie-opens-new-facility-in-the-bay-area.html,hero_section,Hero banner,No matching AEM catalog entry found.
"Ready, set, launch: AbbVie opens new facility in the Bay Area | AbbVie",Main Content Area,"Contains the primary content of the page, including articles and features.",C,1,Depth of content and potential for embedded media or interactive elements.,https://www.abbvie.com/who-we-are/our-stories/ready-set-launch-abbvie-opens-new-facility-in-the-bay-area.html,main_content,Content block,No matching AEM catalog entry found.
More than a stiff neck: the impact of living with cervical dystonia | AbbVie,Global Navigation,Provides top-level navigation and access to main site sections.,M,1,Navigation systems require accessibility compliance and integration with site-wide navigation schemas.,https://www.abbvie.com/who-we-are/our-stories/more-than-a-stiff-neck-the-impact-of-living-with-cervical-dyston.html,global_navigation,Main navigation,No exact match found in the AEM catalog.
More than a stiff neck: the impact of living with cervical dystonia | AbbVie,Hero Section,Highlights the main theme or story of the page with a prominent visual and text.,S,1,Hero sections typically involve straightforward implementation with predefined assets.,https://www.abbvie.com/who-we-are/our-stories/more-than-a-stiff-neck-the-impact-of-living-with-cervical-dyston.html,hero_section,Hero image with heading,Mapped to 'Hero' in AEM catalog.
More than a stiff neck: the impact of living with cervical dystonia | AbbVie,Primary Content,"Displays the main content of the page, including articles and details.",M,1,Primary content requires structured data handling and responsive design considerations.,https://www.abbvie.com/who-we-are/our-stories/more-than-a-stiff-neck-the-impact-of-living-with-cervical-dyston.html,primary_content,Article content,No exact match found in the AEM catalog.
Employee Resource Groups Drive Inclusion and Change at AbbVie | AbbVie,Global Navigation,"Provides the primary navigation menu for the site, including links to major sections and subsections.",M,1,Scope includes accessibility considerations and hierarchical navigation structure.,https://www.abbvie.com/who-we-are/our-stories/how-employee-resource-groups-create-meaningful-impact-at-abbvie.html,global_navigation,Main navigation,No exact match in catalog; consider custom implementation or review.
Employee Resource Groups Drive Inclusion and Change at AbbVie | AbbVie,Hero Section,"Displays the main visual and title for the page, setting the tone and context for the content.",M,1,Scope includes responsive design and visual hierarchy.,https://www.abbvie.com/who-we-are/our-stories/how-employee-resource-groups-create-meaningful-impact-at-abbvie.html,hero_section,Hero banner,No exact match in catalog; consider custom implementation or review.
Employee Resource Groups Drive Inclusion and Change at AbbVie | AbbVie,Main Content Area,"Contains the primary content of the page, including text, images, and links.",M,1,Scope includes dynamic content integration and layout flexibility.,https://www.abbvie.com/who-we-are/our-stories/how-employee-resource-groups-create-meaningful-impact-at-abbvie.html,main_content,Content grid,No exact match in catalog; consider custom implementation or review.
Genetic Medicine and AbbVie’s Role in Research | AbbVie,Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility navigation with limited links.,https://www.abbvie.com/who-we-are/our-stories/expert-insights-the-promise-of-genetic-medicine-and-abbvies-role-in-research.html,global_utility_strip,Utility strip,No match found in AEM catalog.
Genetic Medicine and AbbVie’s Role in Research | AbbVie,Primary Navigation,Main site navigation with links to key sections.,M,1,Comprehensive navigation structure reflecting site hierarchy.,https://www.abbvie.com/who-we-are/our-stories/expert-insights-the-promise-of-genetic-medicine-and-abbvies-role-in-research.html,primary_navigation,Main navigation,No match found in AEM catalog.
AbbVies 2024 Working Parents Finding Purpose in Adversity | AbbVie,Global Utility Strip,Provides quick access to global utilities like contact and subscription.,S,1,Simple navigation links without deep interactivity.,https://www.abbvie.com/who-we-are/our-stories/abbvies-2024-working-parents-finding-purpose-in-adversity.html,global_utility_strip,Utility strip,Mapped to 'Header' due to similar functionality.
AbbVies 2024 Working Parents Finding Purpose in Adversity | AbbVie,Primary Navigation,Main navigation menu for site sections and pages.,M,1,Includes hierarchical navigation and potential dropdowns.,https://www.abbvie.com/who-we-are/our-stories/abbvies-2024-working-parents-finding-purpose-in-adversity.html,primary_navigation,Main navigation,Mapped to 'Header' as it serves as part of the header navigation.
AbbVies 2024 Working Parents Finding Purpose in Adversity | AbbVie,Hero Section,Highlights the main story with an image and title.,S,1,Static display with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/abbvies-2024-working-parents-finding-purpose-in-adversity.html,hero_section,Hero banner,Mapped to 'Hero' for its prominent visual storytelling.
AbbVies 2024 Working Parents Finding Purpose in Adversity | AbbVie,Story Highlight,Displays a featured story with details and link.,M,1,Supports dynamic content with links and media.,https://www.abbvie.com/who-we-are/our-stories/abbvies-2024-working-parents-finding-purpose-in-adversity.html,story_highlight,Featured card,Mapped to 'Cards' due to its card-like display format.
AbbVies 2024 Working Parents Finding Purpose in Adversity | AbbVie,Dashboard Cards,Presents key metrics or highlights in a card format.,M,1,Dynamic cards with potential interactivity for metrics.,https://www.abbvie.com/who-we-are/our-stories/abbvies-2024-working-parents-finding-purpose-in-adversity.html,dashboard_cards,Dashboard metrics,Mapped to 'Cards' for its grid-based card presentation.
Five Technologies Supporting Progress in Challenging Diseases | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility strip with basic navigation links.,https://www.abbvie.com/who-we-are/our-stories/five-technologies-supporting-progress-in-challenging-diseases.html,global_utility_strip,Utility strip,"Could be mapped to a similar block, if available in the catalog."
Five Technologies Supporting Progress in Challenging Diseases | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring site sections.,C,1,Complex navigation structure with dropdowns and potential deep links.,https://www.abbvie.com/who-we-are/our-stories/five-technologies-supporting-progress-in-challenging-diseases.html,primary_navigation,Main navigation,Requires accessibility considerations due to dropdown menus.
Five Technologies Supporting Progress in Challenging Diseases | AbbVie,Hero Section,Large introductory section with a prominent image and heading.,M,1,Moderate complexity due to large image and heading styling.,https://www.abbvie.com/who-we-are/our-stories/five-technologies-supporting-progress-in-challenging-diseases.html,hero_section,Hero section,Mapped to Hero block from catalog.
Five Technologies Supporting Progress in Challenging Diseases | AbbVie,Content Cards,Displays key stories and highlights in a card format.,M,1,Moderate complexity due to grid layout and responsive design.,https://www.abbvie.com/who-we-are/our-stories/five-technologies-supporting-progress-in-challenging-diseases.html,content_cards,Content cards,Mapped to Cards block from catalog.
Five Technologies Supporting Progress in Challenging Diseases | AbbVie,Statistics Section,Shows key statistics and recognitions in a visually engaging format.,M,1,Requires styling for visual engagement and potential dynamic content.,https://www.abbvie.com/who-we-are/our-stories/five-technologies-supporting-progress-in-challenging-diseases.html,statistics_section,Statistics display,"Could be mapped to a similar block, if available in the catalog."
Five Technologies Supporting Progress in Challenging Diseases | AbbVie,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple functionality with basic styling.,https://www.abbvie.com/who-we-are/our-stories/five-technologies-supporting-progress-in-challenging-diseases.html,back_to_top_button,Utility button,"Could be mapped to a similar block, if available in the catalog."
Independent Educational Grants | AbbVie,Utility Strip,Provides quick links and access options for users.,S,1,Simple navigation and link functionality.,https://www.abbvie.com/science/independent-educational-grants.html,global_utility_strip,Utility strip,Could be optimized for accessibility and responsiveness.
Independent Educational Grants | AbbVie,Primary Navigation,Main navigation for accessing different site sections.,M,1,Dropdown menus and section links increase complexity.,https://www.abbvie.com/science/independent-educational-grants.html,primary_navigation,Main navigation,Ensure compatibility with assistive technologies.
Independent Educational Grants | AbbVie,Hero Section,Displays a prominent image and headline to capture user attention.,M,1,Requires responsive design and visual impact.,https://www.abbvie.com/science/independent-educational-grants.html,hero_section,Hero section,Ensure image optimization and proper heading hierarchy.
Independent Educational Grants | AbbVie,Multi-Column CTA,Provides call-to-action buttons in a multi-column layout.,M,1,"Requires alignment, spacing, and button functionality.",https://www.abbvie.com/science/independent-educational-grants.html,multi_column_cta,Call-to-action,Consider button accessibility and layout responsiveness.
Independent Educational Grants | AbbVie,Card Grid,Displays information in a card format with images and text.,M,1,Grid layout and responsive design increase complexity.,https://www.abbvie.com/science/independent-educational-grants.html,card_grid,Card grid,Ensure cards are accessible and visually appealing.
"Andrew L. Campbell, M.D. | AbbVie",Global Navigation,Provides access to key sections of the website.,M,1,Navigation structure and accessibility.,https://www.abbvie.com/science/our-people/our-rd-leaders/andrew-campbell.html,global_navigation,Main navigation,No direct catalog match found.
"Andrew L. Campbell, M.D. | AbbVie",Hero Section,Displays a key image and title for the page.,S,1,Styling and layout considerations.,https://www.abbvie.com/science/our-people/our-rd-leaders/andrew-campbell.html,hero_section,Hero image and title,Matched to 'Hero' block.
"Andrew L. Campbell, M.D. | AbbVie",Profile Overview,Summarizes Andrew L. Campbell's role and contributions.,M,1,Text formatting and content rendering.,https://www.abbvie.com/science/our-people/our-rd-leaders/andrew-campbell.html,profile_overview,Text overview,No direct catalog match found.
"Andrew L. Campbell, M.D. | AbbVie",Call-to-Action Button,Encourages users to explore more about the topic.,S,1,Interactive button functionality.,https://www.abbvie.com/science/our-people/our-rd-leaders/andrew-campbell.html,cta_button,Button,No direct catalog match found.
"Andrew L. Campbell, M.D. | AbbVie",Related Links,Lists links to related content and resources.,M,1,Link management and navigation.,https://www.abbvie.com/science/our-people/our-rd-leaders/andrew-campbell.html,related_links,Link list,No direct catalog match found.
"Andrew L. Campbell, M.D. | AbbVie",Profile Card,Showcases a featured story or profile related to the page.,M,1,Card layout and responsiveness.,https://www.abbvie.com/science/our-people/our-rd-leaders/andrew-campbell.html,profile_card,Profile card,Matched to 'Cards' block.
"Andrew L. Campbell, M.D. | AbbVie",Footer,Provides additional navigation and site information.,S,1,Footer styling and links.,https://www.abbvie.com/science/our-people/our-rd-leaders/andrew-campbell.html,footer,Footer navigation,Matched to 'Footer' block.
Areas of Innovation | AbbVie,Global Header,Displays branding and navigation elements.,M,1,"Includes navigation and branding, requiring responsive design and accessibility.",https://www.abbvie.com/science/areas-of-innovation.html,global_header,Main navigation,Mapped based on header functionality.
Areas of Innovation | AbbVie,Hero Section,Highlights the page's primary focus with an image and heading.,M,1,Involves large visuals and text alignment for emphasis.,https://www.abbvie.com/science/areas-of-innovation.html,hero_section,Hero banner,Mapped based on hero functionality.
Areas of Innovation | AbbVie,Primary Navigation,Provides links to key sections of the website.,M,1,Navigation requires accessibility and responsive design.,https://www.abbvie.com/science/areas-of-innovation.html,primary_navigation,Primary navigation,No exact match in catalog.
Areas of Innovation | AbbVie,Innovation Highlights,Showcases innovation areas using card layouts.,M,1,Card layout involves responsive design and dynamic content handling.,https://www.abbvie.com/science/areas-of-innovation.html,innovation_highlights,Cards grid,Mapped based on card functionality.
Lab to Life | AbbVie,Utility Strip,"Provides quick links for contact, subscription, and group site navigation.",S,1,Simple layout without interactive elements.,https://www.abbvie.com/science/our-people/lab-to-life.html,global_utility_strip,Utility strip,No direct match in the AEM catalog.
Lab to Life | AbbVie,Main Navigation,Facilitates navigation across primary sections of the site.,M,1,Includes dropdown menus for navigation.,https://www.abbvie.com/science/our-people/lab-to-life.html,primary_navigation,Main navigation,No direct match in the AEM catalog.
Lab to Life | AbbVie,Content Area,Displays the primary content of the page.,M,1,Central content area with potential dynamic elements.,https://www.abbvie.com/science/our-people/lab-to-life.html,main_content,Content display,No direct match in the AEM catalog.
Areas of Focus | AbbVie,Utility Links,"Provides quick access links for contact, subscription, and group sites.",S,1,Minimal functionality and scope.,https://www.abbvie.com/science/areas-of-focus.html,global_utility_strip,Utility strip,No direct catalog match found.
Areas of Focus | AbbVie,Main Navigation,Enables navigation across main site sections with dropdown menus.,M,1,Dropdown menus require additional accessibility considerations.,https://www.abbvie.com/science/areas-of-focus.html,primary_navigation,Primary navigation,No direct catalog match found.
Areas of Focus | AbbVie,Footer Navigation,Provides site-wide links for navigation and additional resources.,S,1,Static links with minimal interactive elements.,https://www.abbvie.com/science/areas-of-focus.html,footer_links,Footer links,No direct catalog match found.
Partnering Days | AbbVie,Global Header,"Contains the primary navigation, logo, and utility links for the site.",M,1,Includes multiple navigation layers and accessibility considerations.,https://www.abbvie.com/science/partner-with-us/partnering-days.html,global_header,Utility strip and primary navigation,No direct catalog match found.
Partnering Days | AbbVie,Hero Section,Prominent hero section with a large image and introductory text.,S,1,Simple layout with image and text.,https://www.abbvie.com/science/partner-with-us/partnering-days.html,hero_section,Prominent hero,Matched to catalog entry 'Hero'.
Partnering Days | AbbVie,Primary Navigation,Main navigation menu with dropdowns for site sections.,C,1,Deep navigation structure with dropdowns and accessibility features.,https://www.abbvie.com/science/partner-with-us/partnering-days.html,primary_navigation,Primary navigation,No direct catalog match found.
Partnering Days | AbbVie,Content Introduction,Introductory text and links related to the page topic.,S,1,Simple text and link display.,https://www.abbvie.com/science/partner-with-us/partnering-days.html,content_intro,Introductory content,No direct catalog match found.
Partnering Days | AbbVie,Card Grid,Grid of cards showcasing articles or features.,M,1,Responsive grid layout with images and text.,https://www.abbvie.com/science/partner-with-us/partnering-days.html,card_grid,Card grid,Matched to catalog entry 'Cards'.
Raymond C. Votzmeyer | AbbVie,Site Header,Renders the main header with navigation and branding.,M,1,"Includes navigation, branding, and potential accessibility requirements.",https://www.abbvie.com/science/our-people/our-rd-leaders/raymond-votzmeyer.html,global_header,Main navigation,Ensure accessibility compliance and responsive design.
"Shaping the future of science, together | AbbVie",Utility Navigation,"Provides quick access to contact, subscription, and related site links.",S,1,Simple navigation links with minimal interactivity.,https://www.abbvie.com/science/our-people.html,global_utility_strip,Utility strip,No matching catalog entry found.
"Shaping the future of science, together | AbbVie",Main Navigation,"Main navigation menu for the site, including dropdowns for major sections.",M,1,Dropdown menus and multi-level navigation.,https://www.abbvie.com/science/our-people.html,primary_navigation,Primary navigation,No matching catalog entry found.
"Shaping the future of science, together | AbbVie",Hero Section,Highlights the main theme or focus of the page with a large image and headline.,S,1,Static content with styled image and headline.,https://www.abbvie.com/science/our-people.html,hero_section,Hero,Mapped to catalog entry 'Hero'.
"Shaping the future of science, together | AbbVie",Call-to-Action Buttons,Prominent buttons encouraging user interaction or navigation.,S,1,Interactive buttons with basic styling.,https://www.abbvie.com/science/our-people.html,cta_buttons,Button group,No matching catalog entry found.
Grants and Contribution Disclosures | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility functionality without advanced interactivity.,https://www.abbvie.com/science/independent-educational-grants/grants-and-contribution-disclosures.html,global_utility_strip,Utility strip,No matching catalog entry for this block.
Grants and Contribution Disclosures | AbbVie,Primary Navigation,"Main navigation menu for the site, including dropdowns for sections.",M,1,Includes dropdown functionality and hierarchical navigation.,https://www.abbvie.com/science/independent-educational-grants/grants-and-contribution-disclosures.html,primary_navigation,Main navigation,No matching catalog entry for this block.
Eye Care | AbbVie,Global Utility Strip,"Provides access to global utilities such as contact, subscribe, and group sites.",S,1,Simple utility strip with basic links.,https://www.abbvie.com/science/areas-of-focus/eye-care.html,global_utility_strip,Utility strip,No matching block found in the AEM catalog.
Eye Care | AbbVie,Primary Navigation,Main navigation menu for accessing different sections of the website.,M,1,Primary navigation with potential dropdowns and multiple links.,https://www.abbvie.com/science/areas-of-focus/eye-care.html,primary_navigation,Main navigation,No matching block found in the AEM catalog.
Eye Care | AbbVie,Footer Navigation,Navigation links located in the footer for additional site sections.,S,1,Footer navigation with minimal complexity.,https://www.abbvie.com/science/areas-of-focus/eye-care.html,footer_navigation,Footer navigation,No matching block found in the AEM catalog.
"Eleni Lagkadinou, M.D. | AbbVie",Utility Navigation Strip,Provides quick access to utility links such as contact and subscription.,S,1,Limited functionality focused on navigation links.,https://www.abbvie.com/science/our-people/our-rd-leaders/eleni-lagkadinou.html,global_utility_strip,Utility strip,No matching catalog entry found for this utility strip.
"Eleni Lagkadinou, M.D. | AbbVie",Primary Navigation,Main site navigation with dropdown menus for different sections.,M,1,Includes dropdown menus and hierarchical navigation.,https://www.abbvie.com/science/our-people/our-rd-leaders/eleni-lagkadinou.html,primary_navigation,Main navigation,No matching catalog entry found for this navigation block.
"Linda Scarazzini, M.D. | AbbVie",Global Navigation,"Provides primary navigation for the website, including links to major sections.",M,1,"This block involves navigation functionalities, which may include dropdowns, accessibility considerations, and responsive behavior.",https://www.abbvie.com/science/our-people/our-rd-leaders/linda-scarazzini.html,global_navigation,Primary navigation,No exact match found in the AEM catalog; further review may be required.
"Wolfram Nothaft, M.D. | AbbVie",Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple navigation links without dynamic behavior.,https://www.abbvie.com/science/our-people/our-rd-leaders/wolfram-nothaft.html,global_utility_strip,Utility strip,No matching block found in the catalog.
"Wolfram Nothaft, M.D. | AbbVie",Primary Navigation,Main site navigation with dropdown menus for exploring sections.,M,1,Dropdown menus and section exploration require moderate implementation effort.,https://www.abbvie.com/science/our-people/our-rd-leaders/wolfram-nothaft.html,primary_navigation,Main navigation,No matching block found in the catalog.
"Darin J. Messina, Ph.D. | AbbVie",Global Utility Bar,"Provides quick access to contact, subscription, and group site links.",S,1,Simple functionality with static links.,https://www.abbvie.com/science/our-people/our-rd-leaders/darin-messina.html,global_utility_strip,Utility strip,No direct match in catalog.
"Darin J. Messina, Ph.D. | AbbVie",Main Navigation,Provides dropdown menus for exploring site sections.,C,1,Complex navigation structure with dropdown menus.,https://www.abbvie.com/science/our-people/our-rd-leaders/darin-messina.html,primary_navigation,Primary navigation,No direct match in catalog.
"Darin J. Messina, Ph.D. | AbbVie",Hero Section,Highlights the key message or image for the page.,M,1,Requires CSS for positioning and styling.,https://www.abbvie.com/science/our-people/our-rd-leaders/darin-messina.html,hero_section,Hero image and text,Matched to catalog entry 'Hero'.
"Darin J. Messina, Ph.D. | AbbVie",Content Introduction,Provides introductory text and links related to the page topic.,S,1,Static text and links.,https://www.abbvie.com/science/our-people/our-rd-leaders/darin-messina.html,content_section_intro,Introductory content,No direct match in catalog.
"Darin J. Messina, Ph.D. | AbbVie",Card Grid,"Displays a grid of cards with images, titles, and links.",M,1,Requires a grid layout for responsiveness.,https://www.abbvie.com/science/our-people/our-rd-leaders/darin-messina.html,card_grid,Card layout,Matched to catalog entry 'Cards'.
"Darin J. Messina, Ph.D. | AbbVie",Dashboard Cards,Shows key metrics or highlights in a card format.,M,1,Requires data-driven card rendering.,https://www.abbvie.com/science/our-people/our-rd-leaders/darin-messina.html,dashboard_cards,Metric cards,No direct match in catalog.
One Minute Thesis | AbbVie,Global Navigation,"Provides primary navigation for the site, including links to major sections.",M,1,Involves structured navigation with potential for deep links and accessibility compliance.,https://www.abbvie.com/science/our-people/science-in-60-seconds.html,global_navigation,Main navigation,Ensure multi-level navigation and accessibility standards are met.
One Minute Thesis | AbbVie,Hero Section,Highlights the main theme or message of the page with a large image and heading.,M,1,Includes visual elements and dynamic content integration.,https://www.abbvie.com/science/our-people/science-in-60-seconds.html,hero_section,Hero banner,Consider responsive design for various screen sizes.
One Minute Thesis | AbbVie,Main Content,"Displays the primary content of the page, including articles and features.",C,1,Encompasses dynamic content rendering and potential integration with CMS.,https://www.abbvie.com/science/our-people/science-in-60-seconds.html,main_content,Content grid,Ensure flexibility for various content types and layouts.
Genomics | AbbVie,Site Header,Displays the site's logo and primary navigation menu.,M,1,"Includes navigation and logo display, requiring responsive design and accessibility.",https://www.abbvie.com/science/areas-of-innovation/genomics.html,global_header,Global header with logo and navigation.,Header block identified and mapped successfully.
Genomics | AbbVie,Page Hero,Highlights the main theme of the page with a prominent image and text.,M,1,Involves large image and heading rendering with responsive styling.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,hero_section,Hero section with image and heading.,Hero block identified and mapped successfully.
Genomics | AbbVie,Main Navigation,Provides access to the main sections of the site.,C,1,Complex navigation structure requiring depth and accessibility.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,primary_navigation,Primary site navigation.,No direct match found in catalog for primary navigation.
Genomics | AbbVie,Intro Content,Introduces the page content with a title and description.,S,1,Simple text and title display.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,content_intro,Page introduction.,No direct match found in catalog for content introduction.
Genomics | AbbVie,Feature Cards,Displays key features or highlights in a card layout.,M,1,Grid layout with responsive design and card styling.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,feature_cards,Feature highlights in card format.,Cards block identified and mapped successfully.
Research Publications | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple navigation links without complex interactivity.,https://www.abbvie.com/science/publications.html,global_utility_strip,Utility strip,No direct match found in the AEM catalog.
Research Publications | AbbVie,Primary Navigation,Main site navigation with links to major sections.,M,1,Includes hierarchical navigation structure.,https://www.abbvie.com/science/publications.html,primary_navigation,Main navigation,No direct match found in the AEM catalog.
Research Publications | AbbVie,Hero Section,Highlights the main focus or message of the page.,M,1,Includes large image and heading with specific positioning and styling.,https://www.abbvie.com/science/publications.html,hero_section,Hero image and headline,Matched to 'Hero' in the AEM catalog.
Research Publications | AbbVie,Card Grid,Displays a grid of cards with various content and links.,M,1,Uses a grid layout for responsive design and styling.,https://www.abbvie.com/science/publications.html,card_grid,Card layout,Matched to 'Cards' in the AEM catalog.
"Shuhong Zhang, Ph.D. | AbbVie",Global Navigation,Provides site-wide navigation links and branding.,M,1,Includes accessibility requirements and deep navigation structure.,https://www.abbvie.com/science/our-people/our-rd-leaders/shuhong-zhang.html,global_navigation,Main navigation,No direct match found in AEM catalog.
"Shuhong Zhang, Ph.D. | AbbVie",Hero Section,Highlights the main profile image and title for the page.,S,1,Simple hero block with image and title.,https://www.abbvie.com/science/our-people/our-rd-leaders/shuhong-zhang.html,hero_section,Hero banner,Matched AEM block: Hero.
"Shuhong Zhang, Ph.D. | AbbVie",Main Content,Contains the detailed information and sections about Shuhong Zhang.,M,1,Includes structured content and potential fragment integration.,https://www.abbvie.com/science/our-people/our-rd-leaders/shuhong-zhang.html,main_content,Content section,No direct match found in AEM catalog.
Our R&amp;D Leaders | AbbVie,Global Header,Displays header content including navigation and branding.,M,1,"Includes navigation and branding elements, requiring responsive design and accessibility considerations.",https://www.abbvie.com/science/our-people/our-rd-leaders.html,global_header,Utility strip,Implementation should ensure compatibility with dynamic content updates.
Our R&amp;D Leaders | AbbVie,Hero Section,Prominent section for introductory content with visual emphasis.,M,1,Requires careful layout for responsiveness and visual impact.,https://www.abbvie.com/science/our-people/our-rd-leaders.html,hero_section,Prominent visual,Should support dynamic updates for content and images.
Our R&amp;D Leaders | AbbVie,Main Navigation,Primary navigation menu for user accessibility.,C,1,Deep navigation structure with potential for multilevel menus.,https://www.abbvie.com/science/our-people/our-rd-leaders.html,main_navigation,Main navigation,Ensure accessibility compliance and responsive behavior.
Our R&amp;D Leaders | AbbVie,Content Cards,Displays content in card format for easy browsing.,M,1,Requires grid layout and responsive design.,https://www.abbvie.com/science/our-people/our-rd-leaders.html,content_cards,Content presentation,Support for dynamic content and images is needed.
Therapeutic Modalities &amp; Platforms | AbbVie,Global Utility Strip,"Provides quick access to contact information, subscription options, and links to group sites.",S,1,Simple accessibility and functional requirements.,https://www.abbvie.com/science/areas-of-innovation/therapeutic-modalities-and-platforms.html,global_utility_strip,Utility strip,No direct match found in catalog.
Therapeutic Modalities &amp; Platforms | AbbVie,Primary Navigation,"Contains the main navigation menu for the site, including dropdowns for various sections.",M,1,Medium complexity due to dropdowns and navigation hierarchy.,https://www.abbvie.com/science/areas-of-innovation/therapeutic-modalities-and-platforms.html,primary_navigation,Main navigation,No direct match found in catalog.
Therapeutic Modalities &amp; Platforms | AbbVie,Content Grid,Organizes content into a grid layout for better readability and structure.,S,1,Simple grid layout with minimal interactivity.,https://www.abbvie.com/science/areas-of-innovation/therapeutic-modalities-and-platforms.html,content_grid,Content grid,No direct match found in catalog.
Therapeutic Modalities &amp; Platforms | AbbVie,Card Grid,"Displays a set of cards with images, titles, and descriptions to highlight key topics or articles.",M,1,Medium complexity due to card interactions and layout.,https://www.abbvie.com/science/areas-of-innovation/therapeutic-modalities-and-platforms.html,card_grid,Card grid,No direct match found in catalog.
Neuroscience | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group sites links.",S,1,Minimal complexity due to static links and accessibility considerations.,https://www.abbvie.com/science/areas-of-focus/neuroscience.html,global_utility_strip,Utility strip,No direct match in the AEM catalog.
Neuroscience | AbbVie,Primary Navigation,Main site navigation with dropdown menus for sections.,M,1,Moderate complexity due to dynamic dropdown menus and potential accessibility requirements.,https://www.abbvie.com/science/areas-of-focus/neuroscience.html,primary_navigation,Main navigation,No direct match in the AEM catalog.
