Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Madison L - AbbVie CF Scholarship,Achievements Section,Lists the achievements of the scholar.,S,1,Primarily text-based content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,achievements_section,Achievements list,No exact match found in AEM catalog.
Madison L - AbbVie CF Scholarship,Artwork Section,Showcases the artwork or creative submission of the scholar.,M,1,Requires integration of media content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,artwork_section,Media showcase,No exact match found in AEM catalog.
Madison L - AbbVie CF Scholarship,Footer,Contains site-wide footer links and information.,S,1,Static footer content with minor interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,footer,Footer,Matched with AEM catalog entry.
Madison L - AbbVie CF Scholarship,Back to Top Button,Allows users to quickly scroll back to the top of the page.,S,1,Simple scroll functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,back_to_top_button,Scroll-to-top button,No exact match found in AEM catalog.
Banana Muffins,Global Utility Navigation,Provides utility links and navigation options for the site.,M,1,Requires implementation of utility navigation with accessible links.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,global_utility_navigation,Utility strip,No matching AEM block found.
Banana Muffins,Primary Navigation,Main site navigation with links to key sections.,C,1,Involves deep navigation hierarchy and accessibility considerations.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,primary_navigation,Main navigation,No matching AEM block found.
Banana Muffins,Hero Section,Highlights the page's main content with a title and description.,M,1,Requires styling and positioning for hero content.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,hero_section,Page highlight,Matched with 'Hero' block in AEM catalog.
Banana Muffins,Nutrition Information,Displays nutritional details for the recipe.,S,1,Simple layout for displaying static data.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,nutrition_information,Nutritional facts,No matching AEM block found.
Banana Muffins,Ingredients List,Lists the ingredients required for the recipe.,S,1,Straightforward list rendering.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,ingredients_list,Ingredients display,No matching AEM block found.
Banana Muffins,Instructions Box,Provides step-by-step instructions for preparing the recipe.,S,1,Sequential text presentation.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,instructions_box,Recipe steps,No matching AEM block found.
Banana Muffins,Related Recipes,Showcases other recipes related to the current one.,M,1,Requires dynamic content fetching and display.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,related_recipes,Suggestions,No matching AEM block found.
Banana Muffins,Footer,Contains site-wide footer links and legal information.,M,1,Includes fragment fetching and styling.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,footer,Footer links,Matched with 'Footer' block in AEM catalog.
Banana Muffins,Back to Top Button,Allows users to quickly navigate back to the top of the page.,S,1,Simple interactive button functionality.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,back_to_top,Scroll utility,No matching AEM block found.
Banoffee Stuffed French Toast,Global Utility Strip,Provides utility navigation features.,M,1,Includes accessibility and potential integration with external services.,https://www.abbviecfcommitment.com/recipes/breakfast/banoffee-stuffed-french-toast,global_utility_strip,Utility strip,No exact match found in the AEM catalog.
Banoffee Stuffed French Toast,Primary Navigation,Facilitates main site navigation.,C,1,Deep navigation structure with potential submenus and accessibility requirements.,https://www.abbviecfcommitment.com/recipes/breakfast/banoffee-stuffed-french-toast,primary_navigation,Main navigation,No exact match found in the AEM catalog.
Banoffee Stuffed French Toast,Hero Section,Displays a prominent image and introductory content.,M,1,Requires proper styling and responsive design for large visuals.,https://www.abbviecfcommitment.com/recipes/breakfast/banoffee-stuffed-french-toast,hero_section,Hero banner,Matched with 'Hero' in the AEM catalog.
Banoffee Stuffed French Toast,Back to Top Button,Provides quick navigation to the top of the page.,S,1,Simple functionality with a single button.,https://www.abbviecfcommitment.com/recipes/breakfast/banoffee-stuffed-french-toast,back_to_top,Back to top,No exact match found in the AEM catalog.
Cystic Fibrosis Recipes,Global Utility Navigation,Provides links for utility navigation such as contact and accessibility.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,global_utility_navigation,default,templateIds: tpl_29
Cystic Fibrosis Recipes,Primary Navigation,"Main navigation menu for the site, including links to major sections.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,primary_navigation,default,templateIds: tpl_29
Cystic Fibrosis Recipes,Hero Section,Prominent section at the top of the page showcasing key information and visuals.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,hero_section,default,templateIds: tpl_29
Cystic Fibrosis Recipes,Tabs Navigation,Tabbed navigation for browsing different categories of recipes.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,tabs_navigation,default,templateIds: tpl_29
Cystic Fibrosis Recipes,Recipes Grid,Displays a grid of recipe cards for the selected tab.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,recipes_grid,default,templateIds: tpl_29
Cystic Fibrosis Recipes,Footer Links,Footer section with links to additional resources and legal information.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,footer_links,default,templateIds: tpl_29
Cystic Fibrosis Recipes,Footer Legal Text,Displays legal and copyright information in the footer.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,footer_legal_text,default,templateIds: tpl_29
Cystic Fibrosis Recipes,Back to Top Button,Button to scroll back to the top of the page.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,back_to_top_button,default,templateIds: tpl_29
Beat the Heat With Energizing Summer Nutrition,Utility Navigation,Provides access to utility links and navigation options.,M,1,Includes accessibility features and multiple navigation elements.,https://www.abbviecfcommitment.com/nutrition-tips/summer-nutrition-cystic-fibrosis,global_utility_navigation,Utility strip,No direct match found in the AEM catalog.
Beat the Heat With Energizing Summer Nutrition,Primary Navigation,Main site navigation for accessing different sections.,M,1,Complex menu structure and potential deep linking.,https://www.abbviecfcommitment.com/nutrition-tips/summer-nutrition-cystic-fibrosis,primary_navigation,Main navigation,No direct match found in the AEM catalog.
Beat the Heat With Energizing Summer Nutrition,Hero Section,Prominent section featuring the main title and introductory content.,M,1,Includes styling and potential dynamic content.,https://www.abbviecfcommitment.com/nutrition-tips/summer-nutrition-cystic-fibrosis,hero_section,Hero with image and heading,Matched to 'Hero' in AEM catalog.
Beat the Heat With Energizing Summer Nutrition,Content Introduction,Introduction to the main content with a summary and key points.,S,1,Simple text-based introductory content.,https://www.abbviecfcommitment.com/nutrition-tips/summer-nutrition-cystic-fibrosis,content_intro,Content summary,No direct match found in the AEM catalog.
Beat the Heat With Energizing Summer Nutrition,Focus Areas,Highlights key focus areas for the topic.,M,1,Custom layout and visual elements.,https://www.abbviecfcommitment.com/nutrition-tips/summer-nutrition-cystic-fibrosis,focus_areas,Highlight blocks,No direct match found in the AEM catalog.
Beat the Heat With Energizing Summer Nutrition,Footer Section,"Contains footer links, legal information, and site navigation.",M,1,Includes multiple links and accessibility considerations.,https://www.abbviecfcommitment.com/nutrition-tips/summer-nutrition-cystic-fibrosis,footer_section,Footer with links,Matched to 'Footer' in AEM catalog.
Beat the Heat With Energizing Summer Nutrition,Back to Top Button,Allows users to quickly navigate back to the top of the page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/nutrition-tips/summer-nutrition-cystic-fibrosis,back_to_top,Scroll to top,No direct match found in the AEM catalog.
CF Resources ­- AbbVie CF Commitment,Utility Navigation,"Provides quick access to global utilities like contact, subscribe, and group sites.",S,1,Simple navigation functionality without advanced features.,https://www.abbviecfcommitment.com/resources,global_utility_strip,Utility strip,Does not directly map to catalog entries.
CF Resources ­- AbbVie CF Commitment,Primary Navigation,"Contains branding, navigation, and search functionalities.",M,1,"Includes branding and search functionalities, requiring moderate implementation effort.",https://www.abbviecfcommitment.com/resources,primary_header,Main navigation,No exact catalog match found.
CF Resources ­- AbbVie CF Commitment,Hero Banner,Highlights the main focus of the page with a large image and introductory text.,M,1,Requires visual design and accessibility considerations.,https://www.abbviecfcommitment.com/resources,hero_section,Hero section,Mapped to 'Hero' block type in catalog.
CF Resources ­- AbbVie CF Commitment,Nutrition Resources,Provides information and resources related to nutrition and cystic fibrosis.,M,1,Content presentation with potential dynamic data.,https://www.abbviecfcommitment.com/resources,nutrition_section,Content section,No catalog match found for nutrition-specific content.
CF Resources ­- AbbVie CF Commitment,Dietary Reference,Offers details on dietary reference intakes for calcium and vitamin D.,M,1,Static content requiring structured layout.,https://www.abbviecfcommitment.com/resources,dietary_reference_section,Content section,No catalog match found for dietary references.
CF Resources ­- AbbVie CF Commitment,Page Footer,Displays site-wide footer links and legal information.,S,1,Simple footer layout with basic links.,https://www.abbviecfcommitment.com/resources,footer,Footer,Mapped to 'Footer' block type in catalog.
CF Resources ­- AbbVie CF Commitment,Back to Top,Allows users to quickly return to the top of the page.,S,1,Minimal functionality with basic scripting.,https://www.abbviecfcommitment.com/resources,back_to_top,Utility button,No catalog match found for back-to-top functionality.
Learn About the Abbvie Cystic Fibrosis Scholarship,Utility Navigation,Provides utility links for quick access to features like contact and subscription.,S,1,Basic navigation links without interactive elements.,https://www.abbviecfcommitment.com/cfscholarship/about,global_utility_strip,Utility strip,Low complexity due to minimal interactivity.
Learn About the Abbvie Cystic Fibrosis Scholarship,Primary Navigation,Main navigation for site sections.,M,1,Includes hierarchical navigation with potential dropdowns.,https://www.abbviecfcommitment.com/cfscholarship/about,primary_navigation,Main navigation,Requires accessibility considerations for nested menus.
Learn About the Abbvie Cystic Fibrosis Scholarship,Hero Section,Highlights the page's main topic with a large visual and heading.,M,1,Prominent visual content with potential dynamic elements.,https://www.abbviecfcommitment.com/cfscholarship/about,hero_section,Hero banner,Focus on visual impact and responsiveness.
Learn About the Abbvie Cystic Fibrosis Scholarship,Key Dates,Displays important dates for scholarship applications.,S,1,Static data representation in tabular format.,https://www.abbviecfcommitment.com/cfscholarship/about,key_dates_section,Tabular data,Low complexity due to static content.
Learn About the Abbvie Cystic Fibrosis Scholarship,Spotlight Achievements,Showcases achievements of students with cystic fibrosis.,M,1,Card layout with images and text.,https://www.abbviecfcommitment.com/cfscholarship/about,celebration_section,Spotlight cards,Requires visual alignment and responsive design.
Learn About the Abbvie Cystic Fibrosis Scholarship,Rules and Eligibility,Details program rules and eligibility criteria.,M,1,Expandable sections for detailed content.,https://www.abbviecfcommitment.com/cfscholarship/about,rules_and_eligibility,Accordion content,Ensures accessibility for expandable elements.
Learn About the Abbvie Cystic Fibrosis Scholarship,FAQ,Provides answers to frequently asked questions.,M,1,Interactive elements for question toggling.,https://www.abbviecfcommitment.com/cfscholarship/about,faq_section,FAQ accordion,Focus on usability and clear navigation between questions.
Learn About the Abbvie Cystic Fibrosis Scholarship,Footer,Contains site-wide links and legal information.,S,1,Static content with basic navigation links.,https://www.abbviecfcommitment.com/cfscholarship/about,footer_section,Footer links,Low complexity due to static nature.
Learn About the Abbvie Cystic Fibrosis Scholarship,Back to Top,Provides a button to return to the top of the page.,S,1,Simple functionality without dynamic content.,https://www.abbviecfcommitment.com/cfscholarship/about,back_to_top_button,Scroll utility,Ensure accessibility for button usage.
Meet the Scholars - AbbVie CF Scholarship,Utility Navigation,Provides quick access to utility links and navigation options.,S,1,Simple navigation with limited depth.,https://www.abbviecfcommitment.com/cfscholarship/scholars,global_utility_navigation,Utility strip,No direct mapping found in AEM blocks catalog.
Meet the Scholars - AbbVie CF Scholarship,Main Navigation,Main navigation menu for site sections.,M,1,Higher complexity due to nested menus and accessibility requirements.,https://www.abbviecfcommitment.com/cfscholarship/scholars,primary_navigation,Primary navigation,No direct mapping found in AEM blocks catalog.
Meet the Scholars - AbbVie CF Scholarship,Hero Section,Highlights the main theme or focus of the page with a large background image and heading.,M,1,Requires image handling and responsive design.,https://www.abbviecfcommitment.com/cfscholarship/scholars,hero_section,Hero component,Mapped to Hero block in AEM catalog.
Meet the Scholars - AbbVie CF Scholarship,Introduction Section,Introduces the 2025 Scholars with a heading and descriptive text.,S,1,Simple layout with text and heading.,https://www.abbviecfcommitment.com/cfscholarship/scholars,intro_section,Text introduction,No direct mapping found in AEM blocks catalog.
Meet the Scholars - AbbVie CF Scholarship,Scholar Profiles,Displays profiles of the 2025 scholars with images and links to their stories.,M,1,Moderate complexity due to dynamic content and image handling.,https://www.abbviecfcommitment.com/cfscholarship/scholars,scholar_profiles,Profile cards,No direct mapping found in AEM blocks catalog.
Meet the Scholars - AbbVie CF Scholarship,Footer,Contains site-wide footer information and links.,S,1,Simple footer with links and basic styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars,footer,Footer section,Mapped to Footer block in AEM catalog.
Tovah D - AbbVie CF Scholarship,Utility Navigation,Provides site-wide utility links and navigation options.,M,1,Integrates utility navigation elements with accessibility and responsive design.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,global_utility_navigation,Utility strip,Focus on accessibility and responsive behavior.
Tovah D - AbbVie CF Scholarship,Primary Navigation,Main site navigation menu for accessing website sections.,C,1,Includes deep navigation structures and multiple levels.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,primary_navigation,Main navigation,Ensure multi-level navigation is accessible.
Tovah D - AbbVie CF Scholarship,Hero Section,Highlights the main theme or focus of the page with a prominent image and text.,M,1,Includes visual emphasis and responsive design.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,hero_section,Hero banner,Ensure proper scaling and focus on page load.
Tovah D - AbbVie CF Scholarship,Profile Summary,Displays a brief summary of the scholar's profile including image and introductory text.,M,1,Arranges content into responsive columns.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,profile_summary,Profile overview,Optimize for readability and visual appeal.
Tovah D - AbbVie CF Scholarship,Artwork Section,Showcases the scholar's artwork with a downloadable link.,M,1,Handles embedded content with accessibility considerations.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,artwork_section,Embedded artwork,Ensure download functionality and proper display.
Tovah D - AbbVie CF Scholarship,Achievements List,Lists the scholar's achievements and accolades.,S,1,Simple list structure with minimal interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,achievements_list,Achievements display,"Focus on clear and concise presentation.  Model suggested ""List"" (not an exact catalog name — use query_aem_blocks_catalog)."
Tovah D - AbbVie CF Scholarship,Footer Section,Contains site-wide footer links and legal information.,M,1,Includes responsive design and accessibility features.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,footer_section,Footer links,Ensure site-wide consistency and accessibility.
Tovah D - AbbVie CF Scholarship,Back to Top Button,Provides a button to quickly scroll back to the top of the page.,S,1,Simple interactive component with minimal functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,back_to_top_button,Scroll-to-top button,"Ensure smooth scrolling and visibility.  Model suggested ""Button"" (not an exact catalog name — use query_aem_blocks_catalog)."
Sierra L - AbbVie CF Scholarship,Utility Navigation,Provides quick access to utility links and site navigation.,M,1,Requires accessibility considerations and integration with site-wide navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/sierra-l,global_utility_navigation,Utility strip,No direct match found in AEM catalog.
Sierra L - AbbVie CF Scholarship,Primary Navigation,Main site navigation menu for accessing different sections.,C,1,Deep navigation structure and accessibility requirements.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/sierra-l,primary_navigation,Main navigation,No direct match found in AEM catalog.
Sierra L - AbbVie CF Scholarship,Hero Section,Highlights the main theme or message of the page with a large image and text.,M,1,Includes visual design and potential dynamic content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/sierra-l,hero_section,Hero with image and text,Mapped to 'Hero' in AEM catalog.
Sierra L - AbbVie CF Scholarship,Scholar Profile,"Displays the profile of the featured scholar, including image, name, and description.",M,1,Complex layout with image and text alignment.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/sierra-l,scholar_profile,Profile section,No direct match found in AEM catalog.
Sierra L - AbbVie CF Scholarship,Scholar Quote,Highlights an inspirational quote or motto from the scholar.,S,1,Simple text display with styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/sierra-l,scholar_quote,Quote display,No direct match found in AEM catalog.
Sierra L - AbbVie CF Scholarship,Scholar Achievements,Lists the achievements of the featured scholar.,M,1,Requires structured list rendering and accessibility.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/sierra-l,scholar_achievements,Achievements list,No direct match found in AEM catalog.
Sierra L - AbbVie CF Scholarship,Footer,Contains site-wide footer links and information.,M,1,Includes integration of multiple links and styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/sierra-l,footer,Footer section,Mapped to 'Footer' in AEM catalog.
Sierra L - AbbVie CF Scholarship,Back to Top,Provides a button to quickly scroll back to the top of the page.,S,1,Simple functionality with basic styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/sierra-l,back_to_top,Scroll button,No direct match found in AEM catalog.
Sophia K - AbbVie CF Scholarship,Utility Navigation,Provides links for utility actions like contact or navigation toggle.,S,1,Minimal interactivity and content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,global_utility_navigation,Utility strip,Could include accessibility enhancements.
Sophia K - AbbVie CF Scholarship,Primary Header,Displays main branding and navigation.,M,1,Includes branding and navigation elements.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,primary_header,Main navigation,Ensure compatibility with responsive design.
Sophia K - AbbVie CF Scholarship,Main Navigation,Contains primary navigation menu.,C,1,Deep navigation structure with submenus.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,main_navigation,Primary navigation,Focus on accessibility and usability.
Sophia K - AbbVie CF Scholarship,Hero Section,Showcases main headline and introductory text.,M,1,Includes visual elements and text.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,hero_section,Hero banner,Ensure visual impact and clarity.
Sophia K - AbbVie CF Scholarship,Back Button CTA,Provides navigation back to previous section.,S,1,Single button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,cta_back,Back navigation,Consider placement for user convenience.
Sophia K - AbbVie CF Scholarship,Scholar Profile,Displays scholar profile information and image.,M,1,Combination of visual and text elements.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,scholar_profile,Profile display,Ensure compatibility with dynamic data.
Sophia K - AbbVie CF Scholarship,Scholar Statement,Contains detailed statement and aspirations.,S,1,Text-focused content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,scholar_statement,Rich text,Ensure readability and formatting.
Sophia K - AbbVie CF Scholarship,Scholar Artwork,Showcases artwork of the scholar.,M,1,Visual display with potential interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,scholar_artwork,Image display,Optimize for high-resolution images.
Sophia K - AbbVie CF Scholarship,Achievements List,Lists achievements and accolades.,S,1,Simple list structure.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,achievements_list,List display,Ensure logical ordering and accessibility.
Sophia K - AbbVie CF Scholarship,Footer Section,Contains footer links and legal information.,M,1,Includes multiple links and sections.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,footer_section,Footer navigation,Ensure compliance with legal requirements.
Sophia K - AbbVie CF Scholarship,Back to Top,Provides button to scroll to top of page.,S,1,Single button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,back_to_top,Scroll navigation,Consider accessibility and visibility.
Sophia K - AbbVie CF Scholarship,Modal Component,Displays content in a modal format.,C,1,Interactive component with dynamic content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,modal_component,Modal display,Ensure proper focus management and accessibility.
Victoria M - AbbVie CF Scholarship,Utility Navigation,Provides auxiliary navigation links for quick access.,S,1,Simple navigation links with minimal interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/victoria-m,global_utility_navigation,Utility strip,No additional complexity noted.
Victoria M - AbbVie CF Scholarship,Primary Navigation,Main navigation for exploring site sections.,M,1,Includes dropdowns and hierarchical navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/victoria-m,primary_navigation,Main navigation,Requires comprehensive styling and accessibility adherence.
Victoria M - AbbVie CF Scholarship,Hero Section,Displays a prominent image and heading for page focus.,S,1,Static content with basic visual emphasis.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/victoria-m,hero_section,Hero banner,No interactive elements detected.
Victoria M - AbbVie CF Scholarship,Scholar Profile,Showcases the scholar's profile and achievements.,M,1,Custom layout and data presentation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/victoria-m,scholar_profile,Profile display,Requires integration of dynamic content.
Victoria M - AbbVie CF Scholarship,Scholar Achievements,Lists achievements with visual emphasis.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/victoria-m,scholar_achievements,Achievements list,No interactive functionality detected.
Victoria M - AbbVie CF Scholarship,Scholar Artwork,Displays video or creative submissions.,M,1,Requires video embedding and playback features.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/victoria-m,scholar_artwork,Embedded artwork,May require lazy loading for performance optimization.
Victoria M - AbbVie CF Scholarship,Footer Links,Provides legal and resource links.,S,1,Static links with basic styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/victoria-m,footer_links,Footer navigation,No additional complexity noted.
Victoria M - AbbVie CF Scholarship,Back to Top Button,Allows users to return to the top of the page quickly.,S,1,Simple scroll functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/victoria-m,back_to_top_button,Scroll utility,No additional complexity noted.
Ashley S - AbbVie CF Scholarship,Utility Navigation,Provides utility links for quick access.,S,1,Simple links navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,global_utility_navigation,Utility strip,Includes accessibility features.
Ashley S - AbbVie CF Scholarship,Primary Header,Displays main branding and navigation.,M,1,Includes branding and multi-level navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,primary_header,Main navigation,Supports responsive design.
Ashley S - AbbVie CF Scholarship,Hero Section,Highlights the main theme or message.,S,1,Simple layout with large image and heading.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,hero_section,Banner hero,Includes visual emphasis.
Ashley S - AbbVie CF Scholarship,Main Content Introduction,Introduces content with a title and description.,S,1,Basic text display.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,main_content_intro,Introductory text,No advanced functionality.
Ashley S - AbbVie CF Scholarship,Profile Section,Displays profile information and image.,M,1,Multi-column layout with responsive design.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,profile_section,Profile showcase,Includes grid-based layout.
Ashley S - AbbVie CF Scholarship,Profile Story,Details personal story and achievements.,S,1,Text content with basic styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,profile_story,Narrative text,No interactive elements.
Ashley S - AbbVie CF Scholarship,Artwork Section,Showcases scholar's artwork.,M,1,Image display with grid layout.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,artwork_section,Image showcase,Supports responsive design.
Ashley S - AbbVie CF Scholarship,Achievements Section,Lists achievements and accolades.,S,1,Basic list display.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,achievements_section,List of achievements,Static content.
Ashley S - AbbVie CF Scholarship,Footer Links,Provides site-wide accessibility links.,S,1,Simple footer navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,footer_links,Link footer,Includes privacy and terms links.
Ashley S - AbbVie CF Scholarship,Footer Legal Text,Displays legal disclaimers.,S,1,Static text content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,footer_legal,Legal footer,No interactive elements.
Ashley S - AbbVie CF Scholarship,Back to Top Button,Provides quick navigation to top of the page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,back_to_top,Navigation utility,Includes smooth scroll feature.
Ashley S - AbbVie CF Scholarship,Artwork Modal,Displays artwork in a modal view.,M,1,Interactive modal functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/ashley-s,modal_artwork,Image modal,Includes responsive design.
Ali Hamza R - AbbVie CF Scholarship,Global Utility Strip,Provides quick access to utility links and global navigation.,S,1,Basic navigation and utility links.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/alihamza-r,global_utility_strip,Utility strip,No matching catalog entry found.
Ali Hamza R - AbbVie CF Scholarship,Primary Navigation,Main site navigation menu for accessing different sections of the website.,M,1,Includes hierarchical navigation structure.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/alihamza-r,primary_navigation,Main navigation,No matching catalog entry found.
Ali Hamza R - AbbVie CF Scholarship,Hero Section,Features the main headline and introductory content for the page.,M,1,Prominent visual and introductory content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/alihamza-r,hero_section,Hero,No matching catalog entry found.
Ali Hamza R - AbbVie CF Scholarship,Scholar Profile,Displays the profile information and image of the scholar.,M,1,Profile display with additional data.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/alihamza-r,scholar_profile,Profile,No matching catalog entry found.
Ali Hamza R - AbbVie CF Scholarship,Scholar Narrative,Contains the personal narrative and aspirations of the scholar.,M,1,Textual content with structured layout.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/alihamza-r,scholar_narrative,Narrative,No matching catalog entry found.
Ali Hamza R - AbbVie CF Scholarship,Artwork Section,Showcases the scholar's artwork and achievements.,M,1,Media display with achievements.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/alihamza-r,artwork_section,Artwork,No matching catalog entry found.
Ali Hamza R - AbbVie CF Scholarship,Footer Links,Provides links to important resources and legal information.,S,1,Simple link aggregation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/alihamza-r,footer_links,Footer,No matching catalog entry found.
Ali Hamza R - AbbVie CF Scholarship,Back to Top Button,Allows users to quickly navigate back to the top of the page.,S,1,Single button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2025/alihamza-r,back_to_top,Utility,No matching catalog entry found.
Liam H - AbbVie CF Scholarship,Utility Navigation,Provides quick access to utility links and navigation options.,S,1,Simple navigation with utility links.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,global_utility_navigation,Utility strip,No exact match found in the catalog.
Liam H - AbbVie CF Scholarship,Primary Navigation,Main site navigation for accessing different sections.,M,1,Includes hierarchical navigation with dropdowns.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,primary_navigation,Main navigation,No exact match found in the catalog.
Liam H - AbbVie CF Scholarship,Hero Section,Highlights the main theme or purpose of the page with a large image and heading.,M,1,Requires CSS and JS for layout and interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,hero_section,Hero,Matched to catalog entry 'Hero'.
Liam H - AbbVie CF Scholarship,Back Button CTA,Provides a call-to-action link to navigate back to the previous page.,S,1,Simple button functionality with basic styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/liam-h,cta_back_button,Navigate back,No exact match found in the catalog.
